Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,IsHoliday
4,2012-03-25,21712.25,0,61.2,3.27,217.11,6.19,2012,3,12,Regular
19,2012-01-08,13613.14,0,39.57,4.38,218.6,5.67,2012,1,1,Regular
20,2011-10-09,24554.54,0,80.95,4.22,224.88,8.51,2011,10,40,Regular
33,2011-03-27,19630.08,0,47.9,4.39,213.65,8.11,2011,3,12,Regular
20,2011-04-17,17953.4,0,41.8,2.74,215.73,7.9,2011,4,15,Regular
49,2012-06-10,13881.28,0,56.71,2.56,224.48,7.66,2012,6,23,Regular
12,2011-03-13,7612.47,0,67.09,2.72,211.54,6.84,2011,3,10,Regular
47,2012-02-26,14807.3,0,36.82,4.33,214.02,8.84,2012,2,8,Regular
1,2011-09-18,25563.99,0,70.02,2.81,225.07,9.61,2011,9,37,Regular
26,2011-07-17,17985.83,0,31.07,3.65,227.51,7.2,2011,7,28,Regular
14,2011-12-18,19153.36,0,92.43,2.96,224.58,7.05,2011,12,50,Regular
38,2013-09-01,23277.77,0,94.45,2.54,220.54,5.81,2013,9,35,Regular
37,2013-01-20,29028.34,0,81.31,2.67,211.98,8.35,2013,1,3,Regular
11,2012-03-18,26625.02,0,62.66,3.92,226.54,7.79,2012,3,11,Regular
36,2010-03-28,15138.32,0,47.84,2.86,212.48,9.94,2010,3,12,Regular
13,2013-09-15,10287.15,0,82.09,2.96,217.7,7.92,2013,9,37,Regular
43,2012-05-13,31798.07,0,95.23,3.25,211.01,6.44,2012,5,19,Regular
3,2012-10-21,31344.96,1,41.1,3.81,224.19,7.81,2012,10,42,Holiday
33,2012-11-25,20942.27,0,62.61,3.44,220.07,9.92,2012,11,47,Regular
6,2011-09-04,13647.56,1,52.07,4.39,228.15,8.62,2011,9,35,Holiday
50,2010-03-14,24816.13,0,54.97,3.37,212.77,5.64,2010,3,10,Regular
10,2013-07-28,19460.08,0,58.4,2.9,226.38,6.72,2013,7,30,Regular
5,2010-04-11,19435.09,0,96.63,3.57,220.21,6.49,2010,4,14,Regular
23,2010-03-07,24472.29,0,48.1,3.4,217.32,9.28,2010,3,9,Regular
10,2010-10-10,21671.87,0,64.49,4.07,222.87,8.06,2010,10,40,Regular
44,2012-12-16,14070.93,0,96.6,4.37,225.81,9.05,2012,12,50,Regular
2,2013-08-04,18376.29,0,63.32,4.17,218.81,5.88,2013,8,31,Regular
13,2011-05-22,23305.76,0,90.45,3.28,214.66,9.54,2011,5,20,Regular
40,2010-12-26,22551.26,0,34.11,2.93,228.32,5.29,2010,12,51,Regular
2,2012-06-10,21310.08,0,96.71,4.33,216.26,6.87,2012,6,23,Regular
20,2010-07-11,24667.11,0,43.13,3.27,229.96,5.07,2010,7,27,Regular
1,2011-03-27,18191.42,1,98.6,4.04,225.35,5.92,2011,3,12,Holiday
37,2010-04-25,20893.35,0,42.29,4.48,223.76,9.81,2010,4,16,Regular
9,2011-10-23,3122.1,0,61.11,3.65,210.25,5.39,2011,10,42,Regular
17,2013-04-14,17751.75,0,51.6,3.46,218.97,5.73,2013,4,15,Regular
9,2012-08-19,23819.51,0,60.33,3.9,220.05,9.62,2012,8,33,Regular
11,2011-03-13,18048.03,0,47.54,2.89,217.53,8.55,2011,3,10,Regular
15,2013-05-05,17668.86,0,97.57,3.48,213,7.03,2013,5,18,Regular
24,2010-09-19,14792.74,0,51.4,3.12,217.35,5.34,2010,9,37,Regular
38,2011-05-01,25016.83,0,75.73,2.83,211.5,8.93,2011,5,17,Regular
35,2011-12-25,22742.32,0,39.62,3.72,215.82,7.46,2011,12,51,Regular
30,2011-01-02,24127.07,1,87.71,3.65,211.67,6.62,2011,1,52,Holiday
31,2013-04-14,11368.93,0,67.98,4.02,225.05,6.8,2013,4,15,Regular
49,2012-04-08,19197.75,1,98.56,4.25,223.42,7.53,2012,4,14,Holiday
5,2011-05-29,18599.44,0,59.64,2.94,228.8,7.76,2011,5,21,Regular
44,2011-01-09,18597.14,1,43.68,4.06,217.6,9.09,2011,1,1,Holiday
50,2010-05-16,16919.86,0,54.22,3.23,225.72,8.86,2010,5,19,Regular
14,2011-07-03,18269.48,0,81.59,3.76,221.75,8.84,2011,7,26,Regular
11,2010-08-01,24248.22,0,76.14,4.2,222.92,8.65,2010,8,30,Regular
9,2012-07-29,10435.74,0,84.48,3.01,220.95,8.79,2012,7,30,Regular
34,2011-02-06,28886.47,0,35.14,3.7,225.58,8.39,2011,2,5,Regular
12,2012-01-01,22419.21,0,70.63,3.46,210.84,9.34,2012,1,52,Regular
35,2010-03-07,19788.34,0,95.25,4.08,211.61,7.79,2010,3,9,Regular
35,2010-03-07,24534.17,0,37.55,3.89,211.92,7.6,2010,3,9,Regular
1,2010-09-26,12740.83,0,36.6,4.04,215.77,8.51,2010,9,38,Regular
40,2012-12-23,16676.5,0,80.16,3.08,221.82,5.83,2012,12,51,Regular
22,2013-01-06,19394.62,0,52.06,3.91,222.91,8.88,2013,1,1,Regular
29,2010-09-12,26827.8,0,76.1,3.71,224.25,9.68,2010,9,36,Regular
8,2012-04-08,19767.52,0,68.18,3.41,215.62,6.48,2012,4,14,Regular
11,2011-04-10,22250.27,0,99.02,3.26,223,8.06,2011,4,14,Regular
41,2010-10-24,17052.11,0,92.23,3.16,212.35,5.16,2010,10,42,Regular
37,2010-12-26,22434.21,0,77.47,2.52,210.2,8.83,2010,12,51,Regular
14,2011-12-04,28386.2,0,48.32,2.84,223.89,7.8,2011,12,48,Regular
30,2011-01-23,24977.63,0,48.33,2.62,224.31,8.37,2011,1,3,Regular
35,2011-06-12,19592.72,0,91.76,4.2,222.44,5.71,2011,6,23,Regular
21,2011-04-17,23377.45,0,70.97,4.22,215.18,9.05,2011,4,15,Regular
37,2012-08-12,22887.58,0,85.25,4.19,228.55,6.28,2012,8,32,Regular
5,2012-01-08,22532.94,0,61.49,4.14,227.51,8.42,2012,1,1,Regular
19,2012-05-20,25559.77,0,37.22,2.94,220.31,7.97,2012,5,20,Regular
14,2011-10-02,25522.39,0,53.29,3.48,229.78,8.27,2011,10,39,Regular
26,2010-06-06,19364.21,0,41.28,4.32,215.97,5.25,2010,6,22,Regular
4,2013-08-25,23209.4,0,84.73,4.02,219.82,8.71,2013,8,34,Regular
25,2012-01-29,18084.53,0,79.04,2.5,228.56,8.98,2012,1,4,Regular
45,2011-02-27,15384.64,0,36.19,3.42,219.24,7.37,2011,2,8,Regular
42,2013-03-17,18652.53,0,73.5,2.52,219.42,7.04,2013,3,11,Regular
25,2010-10-31,19618.61,0,91.19,3.06,211.59,6.71,2010,10,43,Regular
18,2012-11-25,11692.1,0,78.82,3.37,214.23,9.64,2012,11,47,Regular
40,2013-06-02,24301.66,1,65.78,4.29,213.16,8.78,2013,6,22,Holiday
8,2013-07-21,6163.37,1,51.83,3.81,221.31,8.49,2013,7,29,Holiday
39,2013-01-27,33574.08,0,92.1,3.22,216.37,9.63,2013,1,4,Regular
40,2010-04-18,27509.4,0,59.6,3.48,211.54,6.74,2010,4,15,Regular
14,2010-05-30,18694.96,0,89.88,4.13,220.2,8.15,2010,5,21,Regular
32,2011-01-30,20047.13,0,84.81,3.1,223.38,8.43,2011,1,4,Regular
38,2011-03-06,21514.86,0,87.14,3.73,224.73,9.98,2011,3,9,Regular
33,2012-01-15,17054.2,0,99.29,3.02,226.75,7.14,2012,1,2,Regular
23,2011-05-08,20963.1,1,82.41,3.46,219.64,7,2011,5,18,Holiday
15,2011-09-18,19280,0,32.38,2.55,217.81,5.42,2011,9,37,Regular
33,2011-05-15,19528.64,0,44.38,4.2,223.68,5.49,2011,5,19,Regular
25,2011-05-01,20907.31,0,32.46,2.6,210.27,7.56,2011,5,17,Regular
17,2010-07-25,13432.36,0,43.29,2.95,222.67,5.86,2010,7,29,Regular
33,2011-12-18,20197.85,0,34.3,3.17,218.11,5.36,2011,12,50,Regular
47,2012-11-18,20817.24,0,65.11,3.75,219.06,9.82,2012,11,46,Regular
2,2010-08-08,20644.25,0,31.97,3.94,215.93,9.76,2010,8,31,Regular
14,2011-08-21,18920.85,0,63.08,2.66,212.55,6.63,2011,8,33,Regular
40,2011-01-30,25689.29,0,92.92,2.59,218.03,8.95,2011,1,4,Regular
40,2012-01-29,18231.74,0,82.4,4.1,216.16,9.36,2012,1,4,Regular
39,2010-02-28,21136.63,0,96.08,3.92,229.2,7.32,2010,2,8,Regular
6,2010-08-01,26486.49,0,45.87,4.16,228.87,6.12,2010,8,30,Regular
6,2011-05-08,19603.12,0,67.18,3.85,222.88,5.65,2011,5,18,Regular
3,2012-08-12,21072.32,0,52.3,4,228.07,5.7,2012,8,32,Regular
7,2010-03-28,19518.08,0,64.57,3.26,225.03,8.98,2010,3,12,Regular
8,2013-07-21,26186.85,0,69,3.68,216.92,6.92,2013,7,29,Regular
42,2012-07-01,18711.38,0,32.53,4.11,222.08,8.47,2012,7,26,Regular
15,2010-08-29,26416.77,1,46.33,2.84,214.41,7.69,2010,8,34,Holiday
47,2010-05-23,19482.06,0,79.33,3.35,223.74,6.97,2010,5,20,Regular
29,2011-03-20,15702.7,0,84.1,3.98,210.9,5.62,2011,3,11,Regular
33,2011-10-23,23396.87,0,69.86,3.57,226.63,6.67,2011,10,42,Regular
30,2013-06-09,18476.66,0,48.96,3.86,221.66,9.2,2013,6,23,Regular
39,2010-08-22,23102.5,0,58.36,3.09,211.17,9.06,2010,8,33,Regular
27,2012-04-22,6352.98,0,36.72,2.56,227.44,5.14,2012,4,16,Regular
36,2013-02-10,20026.03,0,96.72,2.56,227.55,5.7,2013,2,6,Regular
29,2010-04-11,17701.97,0,90.81,4.39,227.06,8.78,2010,4,14,Regular
38,2012-04-15,14683.71,0,34.59,4.39,225.49,6.68,2012,4,15,Regular
33,2011-10-30,17233.79,0,41.65,2.92,223.56,8.22,2011,10,43,Regular
37,2010-02-07,17131.48,0,70.68,2.79,217.94,7.81,2010,2,5,Regular
27,2012-01-29,19760.07,1,46.27,2.54,212.73,8.26,2012,1,4,Holiday
33,2011-11-06,13163.37,0,95.41,2.96,215.78,5.27,2011,11,44,Regular
4,2010-08-08,21581.37,1,82.89,3.17,216.94,9.66,2010,8,31,Holiday
22,2013-06-09,26831.07,0,49.13,2.98,217.16,5.1,2013,6,23,Regular
2,2011-07-31,21404.64,0,30.43,4.09,221.31,5.04,2011,7,30,Regular
10,2012-12-23,24044.94,0,85.96,4,214.17,6.13,2012,12,51,Regular
5,2012-04-01,25472.81,0,59.69,2.66,213.79,9.97,2012,4,13,Regular
10,2013-09-01,26182.45,0,74.97,3.89,224.34,5.36,2013,9,35,Regular
33,2011-07-03,29350.69,0,50.09,3.54,210.15,9.37,2011,7,26,Regular
38,2011-06-26,17503.99,0,40,2.76,212.99,5.8,2011,6,25,Regular
13,2012-10-21,16407.58,0,77.27,3.98,218.7,5.55,2012,10,42,Regular
31,2012-01-15,23917.33,0,61.52,2.67,212.98,8.89,2012,1,2,Regular
47,2012-05-27,23541.33,0,46.46,2.85,229.2,9.23,2012,5,21,Regular
36,2010-04-11,23878.38,0,39.63,2.8,223.4,8.96,2010,4,14,Regular
45,2012-07-22,29446.41,1,70.63,4.38,218.66,6.21,2012,7,29,Holiday
24,2011-05-22,20056.85,0,80.79,3.9,212.25,9.4,2011,5,20,Regular
15,2011-12-04,22130.78,0,49.87,3.32,217.7,5.36,2011,12,48,Regular
29,2011-11-13,15098.06,0,81.46,4.14,223.01,6.71,2011,11,45,Regular
8,2013-03-03,30676.61,0,42.82,2.93,229.38,7.32,2013,3,9,Regular
5,2010-06-27,18317.28,0,53.69,4.36,219.45,5.34,2010,6,25,Regular
29,2011-10-02,18458.92,0,82.14,3.89,223.85,7.9,2011,10,39,Regular
47,2012-05-20,18266.25,0,76.21,3.62,213.91,7.8,2012,5,20,Regular
4,2013-06-02,16775.52,0,48.94,4.09,222.47,9.96,2013,6,22,Regular
12,2011-05-22,16352.81,0,38.55,3.79,214.78,8.11,2011,5,20,Regular
45,2012-05-06,17381.48,0,32.97,4.27,213.96,6.99,2012,5,18,Regular
2,2011-01-02,13171.02,0,88.65,4.16,220.18,8.95,2011,1,52,Regular
27,2013-07-07,16073.41,0,35.26,2.9,214.23,6.67,2013,7,27,Regular
31,2013-07-28,29744.82,0,38.04,2.98,224.43,7.66,2013,7,30,Regular
36,2013-10-13,23678.28,0,46.64,2.63,228.75,5.28,2013,10,41,Regular
36,2011-06-26,24629.52,0,61.2,2.94,217.87,6.61,2011,6,25,Regular
26,2011-10-02,25886.04,0,85.29,3.19,216.45,7.64,2011,10,39,Regular
43,2013-07-21,29170.67,0,47.32,2.56,213.52,8.51,2013,7,29,Regular
27,2011-09-04,11142.89,0,68.05,3.13,217.81,5.5,2011,9,35,Regular
5,2010-03-28,13850.58,0,36.33,4.04,221.19,8.99,2010,3,12,Regular
20,2010-10-24,15981.38,0,62.52,4.18,217.46,9.5,2010,10,42,Regular
11,2011-06-12,17651.35,0,42.43,2.52,222.46,6.41,2011,6,23,Regular
10,2010-12-19,18497.15,0,44.78,2.51,223.25,8.83,2010,12,50,Regular
40,2010-05-09,17765.11,0,55.68,2.79,211.96,5.9,2010,5,18,Regular
38,2012-11-04,21096.54,0,83.29,4.25,223.96,7.62,2012,11,44,Regular
6,2012-04-29,20176.48,1,82.08,3.44,228.01,8.99,2012,4,17,Holiday
8,2010-06-13,16385.83,0,59.05,4.47,210.53,6.93,2010,6,23,Regular
23,2010-06-27,9122.26,0,38.31,4.27,221.03,5.13,2010,6,25,Regular
47,2013-04-21,15035.66,0,49.65,4.28,222.08,7.7,2013,4,16,Regular
26,2012-12-23,17253.81,0,65.37,2.76,224.2,9.22,2012,12,51,Regular
46,2012-04-15,18764.6,0,90.86,3.45,217.72,5.54,2012,4,15,Regular
43,2011-07-24,14351.66,0,97.78,4.49,226.37,5.15,2011,7,29,Regular
12,2011-11-27,17545.97,0,74.62,2.8,220.8,9.05,2011,11,47,Regular
26,2012-12-30,14345.06,0,54.55,3.65,218.18,6.34,2012,12,52,Regular
13,2010-04-25,19370.9,1,78.54,3.19,224.39,6.82,2010,4,16,Holiday
40,2011-04-17,14634.54,1,53.54,3.28,228.55,5.43,2011,4,15,Holiday
18,2010-10-31,15755.48,0,73.78,4.28,226.24,5.48,2010,10,43,Regular
25,2011-02-27,13456.58,0,47.06,3.68,228.61,8.07,2011,2,8,Regular
33,2012-05-06,19232.5,0,48.69,4.02,215.32,7.76,2012,5,18,Regular
47,2011-10-09,15667.76,0,35.27,3.85,212.37,6.46,2011,10,40,Regular
40,2013-09-29,24533.92,0,59.41,3.56,220.69,7.26,2013,9,39,Regular
43,2011-05-29,22029.25,0,73.27,4.08,210.89,6.94,2011,5,21,Regular
12,2012-12-02,19650.74,0,85.22,4.44,223.49,8.48,2012,12,48,Regular
44,2011-04-10,16012.57,1,86.72,4.43,214.8,9.31,2011,4,14,Holiday
36,2012-02-12,21902.6,0,99.47,4.08,219.09,8.83,2012,2,6,Regular
48,2010-01-10,23453.5,0,36.14,3.47,223.11,5.02,2010,1,1,Regular
4,2011-09-11,20713.44,0,64.52,2.83,219.66,5.5,2011,9,36,Regular
5,2013-05-19,28018.51,0,66.5,2.59,214.72,7.15,2013,5,20,Regular
37,2013-10-13,22298.19,0,86.32,2.96,227.61,9.26,2013,10,41,Regular
8,2010-06-27,24568.04,0,48.65,3.18,225.29,6.18,2010,6,25,Regular
42,2013-10-27,20667.83,1,34.86,2.76,222.02,9.39,2013,10,43,Holiday
49,2011-11-20,23378.32,0,51.96,2.95,223.97,5.55,2011,11,46,Regular
28,2010-07-04,16016.09,0,98.87,2.67,218.31,5.36,2010,7,26,Regular
31,2011-09-11,17708.01,0,92.96,3.55,217.52,9.57,2011,9,36,Regular
9,2012-10-14,21746.82,0,57.67,2.75,213.2,5.81,2012,10,41,Regular
29,2013-06-23,21710.5,0,91.34,3.99,226.07,7.32,2013,6,25,Regular
14,2010-01-03,22538.06,0,32.29,3.17,217.62,6.63,2010,1,53,Regular
40,2013-08-11,25501.96,0,51.99,3.84,223.85,5.74,2013,8,32,Regular
41,2011-12-18,12875.14,0,80.88,4.27,216,8.16,2011,12,50,Regular
22,2012-07-01,15127.74,0,45.5,2.67,225.92,9.82,2012,7,26,Regular
11,2013-09-29,21147.86,0,43.89,4.48,212.1,8.29,2013,9,39,Regular
23,2010-10-10,16378.18,1,90.33,3.79,222.5,6.77,2010,10,40,Holiday
1,2013-02-24,36888.84,0,73.12,2.61,226.15,8.56,2013,2,8,Regular
46,2010-12-19,22578.6,0,99.23,3.13,223.21,5.72,2010,12,50,Regular
37,2010-04-11,19608.35,0,39.43,4.27,223.92,7.9,2010,4,14,Regular
21,2010-02-21,17422.65,0,54.93,3.69,220.52,7.35,2010,2,7,Regular
26,2010-09-19,17599.19,0,51.78,3.07,221.18,6.8,2010,9,37,Regular
46,2012-03-04,20150.7,0,91.61,4.38,211.32,8.7,2012,3,9,Regular
36,2011-07-31,20559.91,0,47.87,4.07,215.02,5.59,2011,7,30,Regular
23,2011-01-23,17716.5,0,54.74,3.97,224.44,7.66,2011,1,3,Regular
1,2013-05-05,18634.24,0,40,4.28,228.91,9.27,2013,5,18,Regular
40,2011-12-18,26721.42,0,84.28,4.04,220.84,6.01,2011,12,50,Regular
15,2012-08-19,26922.52,0,46.64,3.07,224.51,6.32,2012,8,33,Regular
21,2011-12-11,21260.17,0,34.78,3.67,223.67,8.3,2011,12,49,Regular
47,2011-06-26,13293.7,0,60.46,4.18,229.99,8.86,2011,6,25,Regular
9,2013-05-19,22692.52,0,57.4,2.86,225.9,6.42,2013,5,20,Regular
9,2013-03-24,27771.41,0,42.43,2.83,222.55,6.8,2013,3,12,Regular
10,2011-07-31,26848.91,0,39.35,2.82,212.3,8.7,2011,7,30,Regular
26,2010-07-25,23672.13,0,92.76,2.89,217.25,6.43,2010,7,29,Regular
41,2010-01-31,27112.11,0,34.75,2.71,215.01,8.33,2010,1,4,Regular
35,2012-04-08,20266.92,0,36.95,4.18,227.07,5.79,2012,4,14,Regular
25,2013-10-20,23140.51,0,47.15,4.14,218.92,7.06,2013,10,42,Regular
26,2010-08-01,16596.12,0,96.7,2.8,220.71,8.44,2010,8,30,Regular
11,2013-06-09,21461.33,0,35.98,3.91,229.3,7.3,2013,6,23,Regular
38,2010-06-06,26647.67,0,87.12,3.75,226.73,5.1,2010,6,22,Regular
2,2010-11-28,17052.88,0,92.44,3.05,225.8,7.03,2010,11,47,Regular
7,2012-01-29,15692.78,1,56.45,2.95,212.84,6.44,2012,1,4,Holiday
18,2010-10-03,20487.44,0,50.57,3,210.46,5.51,2010,10,39,Regular
27,2010-02-07,18866.69,0,77.42,3.96,212.51,5.05,2010,2,5,Regular
34,2010-09-19,23245.74,0,79.18,3.14,224.81,5.23,2010,9,37,Regular
27,2013-03-24,17733.7,0,84.6,3.06,218.21,9.75,2013,3,12,Regular
17,2011-11-27,28592.2,0,88.14,2.54,212.35,8.75,2011,11,47,Regular
43,2010-07-04,13551.62,0,48.79,4.32,224.78,9.7,2010,7,26,Regular
44,2011-04-24,26268.67,0,78.09,4.01,213.89,5.57,2011,4,16,Regular
24,2011-01-30,16175.75,0,39.44,3.45,221.78,7.85,2011,1,4,Regular
25,2010-04-25,11020.09,0,65.75,4.39,224.83,5.42,2010,4,16,Regular
7,2011-05-08,21189.38,0,72.9,3.09,222.16,5.13,2011,5,18,Regular
6,2010-11-21,18726.96,0,41.32,3.85,229.87,7.33,2010,11,46,Regular
24,2011-07-03,14451.95,0,35.36,3.11,218.68,8.23,2011,7,26,Regular
33,2012-02-05,11593.12,0,43.63,3.13,216.24,5.32,2012,2,5,Regular
49,2010-03-28,19958.2,0,59.44,4.19,214.02,6.83,2010,3,12,Regular
29,2012-08-26,24879.18,0,92.15,4.07,220.08,5.45,2012,8,34,Regular
43,2012-05-13,22924.77,0,67.23,3.09,227.05,6.81,2012,5,19,Regular
22,2012-01-29,20283.53,0,82.39,2.66,228.94,7.36,2012,1,4,Regular
26,2011-09-18,22394.24,0,42.19,3.22,229.44,6.69,2011,9,37,Regular
28,2011-08-21,19863.93,0,37.42,4.02,220.63,7.88,2011,8,33,Regular
50,2011-10-02,12851.38,0,46.77,2.7,222.11,7.92,2011,10,39,Regular
21,2010-06-13,12895.53,0,51.97,3.84,221.63,6.66,2010,6,23,Regular
49,2011-05-22,18984.16,0,68.37,4.28,219.32,6.95,2011,5,20,Regular
7,2010-01-24,19196.73,0,91.69,2.86,213.04,7.21,2010,1,3,Regular
17,2012-02-26,24254.91,0,59.83,4.22,211.31,6.88,2012,2,8,Regular
20,2010-11-14,23786.52,0,66.32,2.6,218.73,8.8,2010,11,45,Regular
41,2010-05-02,23025.67,1,30.32,3.83,213.72,5.7,2010,5,17,Holiday
49,2010-10-24,18598.59,0,32.33,4.08,227.73,9.29,2010,10,42,Regular
20,2013-01-27,13096.74,0,35.86,3.39,225.23,6.66,2013,1,4,Regular
22,2011-10-09,22060.36,0,78.93,2.91,222.37,8.62,2011,10,40,Regular
28,2011-12-18,22625.85,1,64.03,4.35,210.95,9.42,2011,12,50,Holiday
40,2012-05-13,8057.34,0,43.51,2.54,222.44,9.44,2012,5,19,Regular
49,2010-03-07,15828.31,0,71.48,3.61,222.42,7.26,2010,3,9,Regular
7,2011-05-22,16544.73,1,68.12,3.25,218.78,6.28,2011,5,20,Holiday
1,2013-07-28,20591.75,0,36.22,3.42,223.16,8.03,2013,7,30,Regular
32,2010-08-01,15983.2,0,74.83,3.57,227.16,5.92,2010,8,30,Regular
13,2012-12-23,19809.33,0,83.7,3.57,225.16,8.95,2012,12,51,Regular
30,2011-02-20,18947.33,0,50.06,2.91,219.47,8.56,2011,2,7,Regular
23,2012-07-01,19204.25,0,78.12,3.86,215.25,8.98,2012,7,26,Regular
19,2012-04-01,16418.03,0,43.98,2.54,219.56,7.17,2012,4,13,Regular
32,2013-06-30,16805.07,0,82.97,2.54,228.92,7.79,2013,6,26,Regular
30,2010-04-04,14598.66,0,93.82,3.46,226.4,5.51,2010,4,13,Regular
29,2013-07-21,21900.34,0,60.93,3.58,210.54,8.44,2013,7,29,Regular
49,2012-09-23,22855.51,0,47.12,3.05,225.66,7.43,2012,9,38,Regular
45,2010-01-10,16146.91,0,57.94,3.6,213.41,7.55,2010,1,1,Regular
29,2010-06-13,27603.2,0,47.51,3.53,221.42,9.23,2010,6,23,Regular
30,2011-03-20,18426.99,0,30.09,3.2,226.13,8.86,2011,3,11,Regular
16,2013-10-20,27650.93,0,75.53,3.8,221.23,7.68,2013,10,42,Regular
40,2011-11-27,16789.36,0,32.98,4.42,218.08,6.78,2011,11,47,Regular
19,2012-03-04,9867.11,0,44.73,3.48,216.43,7.23,2012,3,9,Regular
18,2010-06-13,22010.99,1,80.57,4.07,216.1,6.75,2010,6,23,Holiday
1,2012-12-16,21242.73,0,76.6,3,226.75,5.76,2012,12,50,Regular
14,2013-02-24,20171.97,0,35.13,4.02,226.5,8.23,2013,2,8,Regular
47,2011-09-25,16788.84,0,76.2,3.8,226.47,8.46,2011,9,38,Regular
50,2013-03-10,19827.14,0,95.14,3.78,215.65,9.86,2013,3,10,Regular
2,2013-08-25,17443.7,0,35.22,4.29,225.98,7.28,2013,8,34,Regular
28,2010-06-27,18488.25,1,59.1,2.97,210.73,9.99,2010,6,25,Holiday
49,2011-03-27,24208.16,0,81.06,3.24,214.13,5.94,2011,3,12,Regular
50,2012-04-15,20921.09,0,76.74,2.67,220.29,8.28,2012,4,15,Regular
30,2010-01-24,23049.76,1,45.86,3.95,218.13,9.97,2010,1,3,Holiday
38,2012-12-30,18840.66,0,41.41,4.19,212.24,8.2,2012,12,52,Regular
4,2010-01-03,18289.91,0,84.9,3.31,210.83,7.26,2010,1,53,Regular
1,2010-12-12,14232.59,0,96.94,3.21,222.22,7.58,2010,12,49,Regular
8,2012-02-05,18149.82,0,83.73,3.82,216.27,9.23,2012,2,5,Regular
29,2012-08-26,3394.43,0,97.42,2.65,210.32,9.7,2012,8,34,Regular
39,2011-05-29,17048.89,0,72.35,3.09,218.62,7.27,2011,5,21,Regular
3,2013-07-28,19590.63,0,95.04,3.23,216.14,8.86,2013,7,30,Regular
32,2011-03-06,22818.37,0,78.33,3.54,221.53,9.67,2011,3,9,Regular
10,2011-07-17,18656.61,0,93.62,3.45,228.6,6.41,2011,7,28,Regular
10,2013-02-17,21738.37,0,41.31,2.92,216.16,7.47,2013,2,7,Regular
19,2011-01-23,9101.06,1,87.09,3.58,229.94,9.98,2011,1,3,Holiday
46,2012-02-12,19715.82,0,43.77,4.35,211.72,6.77,2012,2,6,Regular
34,2010-05-23,11602.49,0,31.92,2.55,211.77,8.1,2010,5,20,Regular
33,2012-09-09,13958.48,0,66.23,3.86,224.26,8.29,2012,9,36,Regular
23,2010-02-28,19064.17,0,52.28,3.75,224.97,5.77,2010,2,8,Regular
28,2012-08-26,26381.32,1,33.05,4.35,218.46,9.03,2012,8,34,Holiday
32,2011-05-01,21856.03,0,98.62,3.79,215.72,7.06,2011,5,17,Regular
50,2012-06-17,20091.15,0,76.65,3.75,225.88,7.5,2012,6,24,Regular
7,2012-04-01,19902.35,0,93.13,4.04,229.12,8.21,2012,4,13,Regular
29,2013-10-13,16431.86,0,99.94,3.04,229.8,7.05,2013,10,41,Regular
8,2011-01-23,17280.08,0,57.44,3.69,222.69,6.63,2011,1,3,Regular
1,2010-08-01,22136.88,0,47.83,3.54,224.8,7.73,2010,8,30,Regular
3,2010-09-12,13073.2,0,42.87,3.38,226.44,6.73,2010,9,36,Regular
24,2013-05-05,22965.27,0,66.06,2.66,225.98,7.17,2013,5,18,Regular
23,2011-09-25,18057.46,0,72.43,3.09,229.87,5.54,2011,9,38,Regular
8,2012-03-04,24127.79,0,63.07,3.06,226.21,9.22,2012,3,9,Regular
47,2012-06-10,24805.47,0,57.11,3.95,223.25,7.06,2012,6,23,Regular
37,2013-05-05,11634.58,0,41.78,4.34,217.52,5.41,2013,5,18,Regular
3,2012-04-29,17092.1,0,60.93,2.96,221.96,8.95,2012,4,17,Regular
33,2011-04-24,15722.36,0,35.97,2.65,227.61,5.1,2011,4,16,Regular
28,2013-07-21,10936.36,0,90.55,4.5,216.11,8,2013,7,29,Regular
47,2010-09-05,14837.33,0,33.28,3.88,210.61,8.51,2010,9,35,Regular
8,2010-08-08,32206.28,0,56.65,4.27,216.54,5.96,2010,8,31,Regular
34,2011-03-20,23047.55,0,37.01,2.79,229.2,5.66,2011,3,11,Regular
35,2013-10-20,29586.44,0,84.25,4.1,225.88,5.57,2013,10,42,Regular
32,2013-03-31,24145.49,0,51.89,4.13,213.74,9.97,2013,3,13,Regular
24,2010-11-28,16290.78,0,37.92,2.8,210.24,8.78,2010,11,47,Regular
14,2011-07-17,18091.14,0,67.2,2.82,223.38,6.56,2011,7,28,Regular
32,2013-01-06,22942.18,0,94.14,3.09,221.58,6.68,2013,1,1,Regular
46,2012-11-04,22187.53,0,93.61,2.93,211.66,8.24,2012,11,44,Regular
43,2011-02-20,17113.29,0,47.48,4.45,229.32,7.29,2011,2,7,Regular
16,2012-09-09,12450.03,0,80.38,3.23,222.36,6.36,2012,9,36,Regular
4,2010-01-03,36438.81,0,32.12,4.02,223.03,5.29,2010,1,53,Regular
37,2011-03-27,19294.25,0,39.23,4.11,227.07,8.92,2011,3,12,Regular
21,2010-08-15,18371.31,0,64.96,3.27,216.74,9.44,2010,8,32,Regular
14,2010-09-19,20566.67,0,46.01,3.87,221.17,6.03,2010,9,37,Regular
31,2010-06-20,18786.36,0,85.88,2.72,221.52,5.32,2010,6,24,Regular
48,2012-12-09,20613.64,0,95.18,3.29,229.35,5.59,2012,12,49,Regular
18,2011-02-13,26434.74,0,30.3,4.43,212.63,7.07,2011,2,6,Regular
